Property Type,Listing Status,Building Size(sq. m),Year Built,Bedrooms,Bathrooms,Num Floors,City,State,ZIP Code,USD Price
House,Active,194.17,1935.0,4.0,3.0,1.0,Emmett,idaho,83617.0,"459,900"
House,Pending,240.9,2019.0,3.0,3.0,1.0,Eagle,idaho,83616.0,"1,579,000"
House,Pending,278.52,2014.0,3.0,3.0,0.0,Boise,idaho,83716.0,"998,000"
House,Active,356.1,2022.0,4.0,4.0,3.0,,idaho,,"1,199,000"
House,Pending,194.07,2024.0,3.0,3.0,1.0,Meridian,idaho,83642.0,"622,900"
House,Active,182.09,2020.0,3.0,3.0,2.0,Meridian,idaho,83642.0,"549,900"
House,Pending,147.72,1977.0,3.0,2.0,1.0,American Falls,idaho,83211.0,"148,500"
House,Pending,125.33,2006.0,3.0,2.0,1.0,Twin Falls,idaho,83301.0,"329,900"
House,Pending,140.47,1995.0,3.0,2.0,1.0,Buhl,idaho,83316.0,"279,900"
House,Active,163.32,1936.0,3.0,1.0,2.0,McCall,idaho,83638.0,"975,000"
House,Active,216.56,2005.0,4.0,3.0,2.0,Kuna,idaho,83634.0,"659,990"
House,Active,199.18,2014.0,3.0,3.0,2.0,Middleton,idaho,83644.0,"475,000"
House,Active,336.4,2023.0,4.0,4.0,1.0,Wilder,idaho,83676.0,"1,300,000"
House,Active,206.9,2003.0,3.0,2.0,1.0,Parma,idaho,83660.0,"475,000"
House,Pending,172.34,2007.0,4.0,2.0,0.0,Jerome,idaho,83338.0,"389,900"
House,Active,168.25,2020.0,3.0,2.0,1.0,Boise,idaho,83716.0,"565,000"
House,Pending,115.39,2000.0,2.0,2.0,1.0,,idaho,,"309,900"
House,Pending,138.43,1999.0,3.0,2.0,1.0,Nampa,idaho,83651.0,"342,500"
House,Active,234.12,1999.0,3.0,3.0,0.0,Bonners Ferry,idaho,83805.0,"785,000"
House,Active,158.31,2024.0,3.0,2.0,0.0,Shelley,idaho,83274.0,"430,000"
House,Active,113.06,2023.0,,,1.0,Caldwell,idaho,83607.0,"388,000"
House,Active,441.48,1997.0,5.0,4.0,2.0,IDAHO FALLS,idaho,83404.0,"675,000"
House,Active,68.19,1910.0,3.0,1.0,1.0,ST ANTHONY,idaho,83445.0,"299,000"
House,Active,326.46,2024.0,3.0,2.0,1.0,AMMON,idaho,83406.0,"525,000"
House,Active,377.56,2013.0,4.0,3.0,1.0,IDAHO FALLS,idaho,83406.0,"1,075,000"
House,Active,326.55,2024.0,4.0,6.0,2.0,SUGAR CITY,idaho,83448.0,"895,000"
House,Active,255.3,2022.0,3.0,2.0,1.0,IDAHO FALLS,idaho,83401.0,"425,000"
House,Active,355.26,2020.0,6.0,4.0,2.0,SWAN VALLEY,idaho,83449.0,"1,100,000"
House,Active,333.71,2005.0,5.0,4.0,1.0,IDAHO FALLS,idaho,83402.0,"590,000"
Townhouse,Active,232.91,1920.0,6.0,4.0,0.0,ST ANTHONY,idaho,83445.0,"489,000"
House,Active,193.24,1981.0,4.0,2.0,2.0,CHALLIS,idaho,83226.0,"275,000"
House,Active,142.14,2000.0,4.0,2.0,0.0,Victor,idaho,83455.0,"799,000"
House,Active,344.11,2020.0,6.0,4.0,0.0,Swan Valley,idaho,83449.0,"1,250,000"
Townhouse,Active,166.85,2005.0,3.0,3.0,0.0,Driggs,idaho,83422.0,"895,000"
House,Active,853.59,2005.0,8.0,9.0,2.0,Blaine County,idaho,83313.0,"10,995,000"
House,Active,228.91,2004.0,4.0,3.0,2.0,Blaine County,idaho,83333.0,"1,145,000"
House,Active,95.5,1938.0,2.0,1.0,0.0,Nampa,idaho,83687.0,"329,900"
House,Active,157.94,2019.0,3.0,2.0,1.0,Caldwell,idaho,83607.0,"380,000"
House,Pending,322.84,1977.0,4.0,3.0,0.0,Twin Falls,idaho,83301.0,"455,000"
House,Active,190.08,2024.0,4.0,2.0,1.0,Caldwell,idaho,83605.0,"459,990"
House,Active,255.85,1960.0,4.0,4.0,0.0,Lewiston,idaho,83501.0,"419,500"
House,Pending,106.65,2024.0,3.0,2.0,1.0,Caldwell,idaho,83605.0,"323,475"
House,Active,232.63,1962.0,2.0,1.0,0.0,Kendrick,idaho,83537.0,"324,000"
House,Pending,139.54,2016.0,3.0,2.0,1.0,Kuna,idaho,83634.0,"370,000"
House,Active,188.41,1910.0,2.0,1.0,2.0,Juliaetta,idaho,83535.0,"200,000"
House,Pending,177.91,1890.0,4.0,2.0,2.0,Kendrick,idaho,83537.0,"299,000"
House,Active,661.84,2004.0,7.0,4.0,2.0,Heyburn,idaho,83336.0,"1,286,000"
House,Pending,88.44,1978.0,2.0,1.0,1.0,Jerome,idaho,83338.0,"249,000"
House,Active,225.2,2024.0,4.0,3.0,1.0,Eagle,idaho,83616.0,"899,800"
House,Active,175.4,1994.0,3.0,2.0,1.0,Kamiah,idaho,83536.0,"1,300,000"
House,Active,415.09,2018.0,7.0,4.0,2.0,Jackson,idaho,83350.0,"1,379,900"
House,Pending,146.14,2024.0,3.0,3.0,2.0,Caldwell,idaho,83605.0,"382,000"
House,Active,221.3,1972.0,4.0,3.0,0.0,,idaho,,"695,000"
House,Active,140.47,1964.0,3.0,2.0,1.0,Fruitland,idaho,83619.0,"298,999"
House,Pending,87.61,1905.0,2.0,1.0,1.0,Boise,idaho,83712.0,"499,888"
House,Active,230.77,2024.0,4.0,3.0,1.0,Emmett,idaho,83617.0,"759,900"
House,Pending,224.73,2013.0,4.0,3.0,1.0,Meridian,idaho,83642.0,"650,000"
House,Active,169.46,2009.0,5.0,3.0,1.0,Heyburn,idaho,83336.0,"372,000"
House,Active,194.72,1925.0,4.0,2.0,0.0,Jerome,idaho,83338.0,"760,000"
House,Active,258.64,2008.0,3.0,3.0,2.0,Kooskia,idaho,83539.0,"998,000"
House,Active,146.23,2024.0,3.0,2.0,1.0,Caldwell,idaho,83605.0,"399,990"
Townhouse,Pending,233.56,2024.0,3.0,4.0,0.0,Coeur d'Alene,idaho,83814.0,"1,795,000"
House,Pending,153.85,2009.0,2.0,2.0,1.0,Tetonia,idaho,83452.0,"975,000"
House,Active,240.99,2017.0,3.0,2.0,1.0,IDAHO FALLS,idaho,83401.0,"395,000"
House,Active,354.7,1999.0,4.0,3.0,1.0,SHOUP,idaho,83469.0,"1,357,000"
House,Active,262.73,1930.0,5.0,2.0,1.5,ST ANTHONY,idaho,83445.0,"449,000"
House,Active,312.71,2022.0,6.0,3.0,1.0,IDAHO FALLS,idaho,83401.0,"590,000"
House,Active,266.26,1978.0,4.0,4.0,1.0,IDAHO FALLS,idaho,83402.0,"425,000"
House,Active,283.17,1997.0,4.0,4.0,2.0,ASHTON,idaho,83420.0,"850,000"
House,Active,165.0,1916.0,3.0,2.0,1.0,IDAHO FALLS,idaho,83401.0,"305,000"
House,Active,230.4,1990.0,4.0,3.0,4.0,IDAHO FALLS,idaho,83404.0,"498,000"
House,Active,312.25,2005.0,4.0,4.0,0.0,Hayden Lake,idaho,83835.0,"1,295,000"
House,Active,288.37,1982.0,4.0,3.0,2.0,Hayden Lake,idaho,83835.0,"918,000"
House,Pending,102.84,1998.0,3.0,2.0,1.0,Malta,idaho,83342.0,"185,000"
House,Pending,129.6,2024.0,3.0,3.0,2.0,Caldwell,idaho,83605.0,"358,036"
House,Active,224.83,2024.0,4.0,3.0,1.0,Meridian,idaho,83642.0,"849,800"
House,Pending,212.19,2004.0,4.0,3.0,2.0,Nampa,idaho,83686.0,"539,000"
House,Active,131.18,2003.0,2.0,2.0,2.0,Island Park,idaho,83429.0,"695,000"
House,Active,173.91,1965.0,4.0,2.0,0.0,Pierce,idaho,83546.0,"189,900"
House,Active,439.8,2000.0,5.0,6.0,3.0,Ketchum,idaho,83340.0,"8,500,000"
House,Active,132.85,2024.0,3.0,2.0,1.0,SUGAR CITY,idaho,83448.0,"379,000"
House,Active,329.43,2016.0,6.0,4.0,1.0,DRIGGS,idaho,83422.0,"1,250,000"
House,Active,194.17,1929.0,4.0,2.0,4.0,RIGBY,idaho,83442.0,"389,000"
House,Pending,136.75,1997.0,3.0,2.0,1.0,Twin Falls,idaho,83301.0,"313,500"
House,Pending,257.62,2015.0,5.0,3.0,2.0,Boise,idaho,83716.0,"849,900"
House,Pending,124.86,1981.0,3.0,2.0,1.0,Nampa,idaho,83686.0,"299,000"
House,Active,78.97,1920.0,2.0,1.0,1.0,Lewiston,idaho,83501.0,"239,000"
House,Active,157.84,2001.0,3.0,2.0,1.0,Star,idaho,83669.0,"420,000"
House,Active,272.76,2024.0,4.0,4.0,0.0,Emmett,idaho,83617.0,"1,009,900"
House,Active,152.92,2023.0,3.0,3.0,2.0,Eagle,idaho,83616.0,"499,900"
House,Active,455.78,2024.0,4.0,5.0,2.0,Eagle,idaho,83616.0,"2,499,900"
House,Pending,111.58,2024.0,3.0,2.0,1.0,Caldwell,idaho,83605.0,"359,785"
House,Active,133.97,2006.0,4.0,2.0,1.0,Nampa,idaho,83687.0,"399,900"
House,Pending,147.72,2024.0,4.0,2.0,1.0,Weiser,idaho,83672.0,"349,900"
House,Active,245.82,1947.0,5.0,3.0,0.0,Boise,idaho,83705.0,"750,000"
House,Pending,111.58,2024.0,3.0,2.0,1.0,Kuna,idaho,83634.0,"384,360"
House,Active,164.07,1999.0,4.0,3.0,0.0,Post Falls,idaho,83854.0,"420,000"
House,Active,226.87,2014.0,3.0,3.0,1.0,Blaine County,idaho,83333.0,"2,800,000"
Townhouse,Active,200.86,1999.0,3.0,4.0,3.0,Ketchum,idaho,83340.0,"2,298,000"
House,Active,307.6,1972.0,5.0,4.0,2.0,Ketchum,idaho,83340.0,"3,600,000"
House,Active,302.86,2012.0,5.0,3.0,1.0,IDAHO FALLS,idaho,83401.0,"604,900"
House,Active,,1935.0,2.0,1.0,0.0,Preston,idaho,83263.0,"299,000"
House,Active,334.45,1997.0,4.0,4.0,1.0,IDAHO FALLS,idaho,83404.0,"550,000"
House,Active,168.8,1942.0,4.0,2.0,1.0,BLACKFOOT,idaho,83221.0,"304,990"
House,Active,266.91,1910.0,4.0,2.0,2.0,ASHTON,idaho,83420.0,"227,500"
House,Active,127.83,1980.0,2.0,1.0,1.0,SUGAR CITY,idaho,83448.0,"419,000"
House,Active,215.44,2001.0,4.0,3.0,2.0,ISLAND PARK,idaho,83429.0,"960,000"
House,Active,97.55,1910.0,3.0,2.0,1.0,POCATELLO,idaho,83204.0,"185,000"
House,Active,323.49,1964.0,5.0,4.0,2.0,BLACKFOOT,idaho,83221.0,"485,000"
House,Active,183.95,1958.0,3.0,3.0,4.0,BLACKFOOT,idaho,83221.0,"410,000"
House,Active,212.1,1989.0,5.0,2.0,3.0,REXBURG,idaho,83440.0,"469,900"
House,Active,100.34,2007.0,2.0,1.0,0.0,Tetonia,idaho,83452.0,"725,000"
House,Active,1.0,2001.0,4.0,7.0,2.0,Blaine County,idaho,83333.0,"6,999,000"
House,Active,136.1,2017.0,3.0,3.0,1.0,Gooding,idaho,83330.0,"274,900"
House,Active,233.09,2000.0,,,0.0,Hayden,idaho,83835.0,"879,000"
Townhouse,Active,233.56,2024.0,3.0,4.0,0.0,Coeur d'Alene,idaho,83814.0,"1,795,000"
House,Pending,151.9,1985.0,4.0,2.0,3.0,Genesee,idaho,83832.0,"399,500"
House,Active,142.7,2019.0,3.0,2.0,1.0,Council,idaho,83612.0,"675,000"
House,Pending,416.11,2005.0,5.0,5.0,0.0,Coeur d'Alene,idaho,83814.0,"3,999,000"
House,Active,142.61,2019.0,3.0,2.0,0.0,Council,idaho,83612.0,"675,000"
House,Pending,108.51,1993.0,2.0,2.0,0.0,Donnelly,idaho,83615.0,"395,000"
House,Active,270.53,2002.0,3.0,2.0,0.0,Council,idaho,83612.0,"455,000"
House,Pending,140.93,2024.0,3.0,2.0,1.0,Jerome,idaho,83338.0,"392,000"
House,Active,659.61,2004.0,17.0,12.0,2.0,McCall,idaho,83638.0,"9,500,000"
House,Pending,124.49,1972.0,4.0,2.0,1.0,Nampa,idaho,83686.0,"324,900"
House,Pending,157.47,1956.0,3.0,2.0,1.0,,idaho,,"485,000"
House,Active,288.37,2021.0,3.0,4.0,2.0,Star,idaho,83669.0,"774,900"
House,Pending,323.3,1950.0,4.0,3.0,2.0,Parma,idaho,83660.0,"450,000"
House,Active,208.1,1935.0,5.0,2.0,0.0,Hagerman,idaho,83332.0,"324,900"
House,Active,135.27,2002.0,3.0,2.0,1.0,Council,idaho,83612.0,"455,000"
House,Pending,107.77,2004.0,2.0,2.0,1.0,,idaho,,"399,900"
House,Pending,171.03,2019.0,3.0,3.0,2.0,Eagle,idaho,83616.0,"499,000"
House,Active,148.64,2002.0,2.0,2.0,2.0,Middleton,idaho,83644.0,"799,500"
House,Pending,171.87,2020.0,3.0,2.0,1.0,Middleton,idaho,83644.0,"549,000"
House,Active,260.13,2006.0,3.0,2.0,2.0,Lowman,idaho,83637.0,"550,000"
House,Active,333.99,2019.0,5.0,4.0,2.0,Eagle,idaho,83616.0,"1,174,900"
House,Active,298.78,2009.0,4.0,3.0,2.0,Twin Falls,idaho,83301.0,"949,500"
House,Pending,78.78,1949.0,1.0,1.0,0.0,Craigmont,idaho,83523.0,"225,000"
House,Active,123.38,1997.0,3.0,2.0,1.0,Boise,idaho,83716.0,"515,000"
House,Active,183.39,1978.0,3.0,2.0,1.0,Nampa,idaho,83686.0,"429,900"
House,Active,112.97,1977.0,3.0,1.0,1.0,Wendell,idaho,83355.0,"270,000"
House,Pending,181.9,2017.0,3.0,3.0,1.0,Boise,idaho,83714.0,"689,900"
House,Active,122.26,2020.0,3.0,2.0,1.0,Grand View,idaho,83624.0,"358,000"
House,Active,237.09,2004.0,4.0,3.0,2.0,Shoshone,idaho,83355.0,"769,999"
House,Active,189.24,2024.0,4.0,2.0,1.0,Twin Falls,idaho,83301.0,"560,000"
House,Pending,332.87,1997.0,7.0,4.0,0.0,Boise,idaho,83713.0,"609,900"
House,Active,259.29,1964.0,4.0,3.0,0.0,Lewiston,idaho,83501.0,"435,000"
House,Active,266.07,2005.0,4.0,3.0,2.0,Nampa,idaho,83686.0,"639,900"
Townhouse,Active,107.02,1957.0,2.0,2.0,0.0,Lewiston,idaho,83501.0,"320,000"
House,Pending,127.83,1957.0,3.0,2.0,1.0,Boise,idaho,83705.0,"499,900"
House,Active,285.03,2024.0,5.0,4.0,1.0,Meridian,idaho,83646.0,"829,800"
House,Active,300.17,2021.0,5.0,4.0,2.0,Star,idaho,83669.0,"759,000"
House,Pending,204.76,1986.0,4.0,2.0,1.0,Nampa,idaho,83686.0,"450,000"
House,Pending,158.03,1987.0,3.0,2.0,1.0,Boise,idaho,83713.0,"489,990"
House,Active,226.59,2005.0,4.0,3.0,2.0,Star,idaho,83669.0,"515,000"
House,Active,284.75,2019.0,5.0,3.0,0.0,Meridian,idaho,83646.0,"1,149,900"
House,Active,148.18,2000.0,3.0,3.0,1.0,Hagerman,idaho,83332.0,"450,000"
House,Active,318.38,2024.0,4.0,4.0,1.0,Boise,idaho,83714.0,"1,699,777"
House,Pending,184.88,1993.0,3.0,2.0,1.0,Boise,idaho,83712.0,"849,000"
House,Active,228.08,2019.0,4.0,3.0,1.0,Boise,idaho,83713.0,"698,800"
House,Active,270.35,2005.0,4.0,4.0,2.0,Meridian,idaho,83646.0,"650,000"
House,Pending,233.19,2001.0,4.0,3.0,2.0,,idaho,,"739,900"
House,Pending,215.16,2017.0,4.0,3.0,2.0,Boise,idaho,83709.0,"549,900"
House,Pending,249.72,2005.0,4.0,3.0,2.0,Eagle,idaho,83616.0,"759,900"
House,Pending,201.88,2005.0,4.0,3.0,0.0,Meridian,idaho,83646.0,"580,000"
House,Active,207.27,2013.0,3.0,3.0,0.0,Meridian,idaho,83646.0,"694,900"
House,Pending,151.9,1961.0,3.0,2.0,1.0,Boise,idaho,83709.0,"440,000"
House,Active,1.0,2007.0,6.0,9.0,2.0,Boise,idaho,83703.0,"3,795,000"
House,Pending,117.34,2009.0,3.0,3.0,2.0,Boise,idaho,83705.0,"425,000"
House,Active,236.07,2021.0,3.0,3.0,0.0,Caldwell,idaho,83607.0,"825,000"
House,Pending,214.05,2018.0,3.0,3.0,2.0,,idaho,,"397,500"
House,Active,174.38,1996.0,3.0,2.0,1.0,Nampa,idaho,83686.0,"449,000"
House,Pending,291.16,2019.0,4.0,3.0,2.0,Meridian,idaho,83642.0,"785,000"
House,Active,141.4,1964.0,,,0.0,Mountain Home,idaho,83647.0,"316,500"
House,Active,253.44,2022.0,4.0,4.0,0.0,Driggs,idaho,83422.0,"1,195,000"
House,Pending,301.01,1947.0,3.0,2.0,0.0,Meridian,idaho,83642.0,"434,900"
House,Pending,232.35,2017.0,4.0,3.0,2.0,Boise,idaho,83714.0,"915,000"
House,Pending,184.32,1951.0,4.0,3.0,0.0,,idaho,,"659,900"
House,Active,131.55,1999.0,3.0,2.0,1.0,Caldwell,idaho,83607.0,"475,000"
House,Pending,199.74,2020.0,3.0,2.0,1.0,Nampa,idaho,83686.0,"639,900"
House,Active,281.59,2003.0,4.0,3.0,2.0,Eagle,idaho,83616.0,"875,000"
House,Active,243.03,2006.0,4.0,3.0,2.0,,idaho,,"609,900"
House,Pending,218.42,2020.0,4.0,2.0,1.0,,idaho,,"614,900"
House,Active,194.17,1979.0,5.0,2.0,2.0,Eagle,idaho,83616.0,"614,900"
House,Active,222.97,1980.0,4.0,2.0,2.0,Weippe,idaho,83553.0,"259,000"
House,Pending,127.56,2002.0,3.0,2.0,2.0,Meridian,idaho,83646.0,"416,900"
House,Active,149.85,2018.0,3.0,3.0,2.0,Boise,idaho,83704.0,"439,900"
House,Active,369.2,2006.0,5.0,4.0,2.0,Boise,idaho,83716.0,"999,000"
House,Active,175.59,2022.0,3.0,2.0,1.0,Star,idaho,83669.0,"560,000"
House,Pending,267.65,2022.0,5.0,3.0,2.0,Kuna,idaho,83634.0,"685,000"
House,Pending,213.4,1972.0,3.0,3.0,2.0,Boise,idaho,83713.0,"679,900"
House,Active,127.56,2014.0,3.0,3.0,2.0,Meridian,idaho,83642.0,"447,000"
House,Pending,229.47,2020.0,4.0,3.0,2.0,Star,idaho,83669.0,"439,900"
House,Active,93.65,1948.0,2.0,1.0,1.0,Payette,idaho,83661.0,"259,900"
House,Active,218.97,2018.0,3.0,3.0,1.0,Eagle,idaho,83616.0,"1,005,000"
House,Active,132.94,2005.0,3.0,2.0,1.0,,idaho,,"379,900"
House,Pending,130.81,2020.0,3.0,2.0,1.0,Star,idaho,83669.0,"439,900"
Townhouse,Active,440.55,1981.0,6.0,7.0,0.0,Lewiston,idaho,83501.0,"615,000"
House,Active,146.6,2022.0,3.0,2.0,1.0,Meridian,idaho,83646.0,"545,000"
House,Pending,249.35,2022.0,3.0,3.0,1.0,Nampa,idaho,83687.0,"575,000"
House,Active,234.49,2024.0,4.0,3.0,2.0,Meridian,idaho,83642.0,"574,990"
House,Pending,237.83,2020.0,4.0,2.0,0.0,Meridian,idaho,83642.0,"549,000"
House,Active,135.55,2001.0,3.0,2.0,1.0,Melba,idaho,83641.0,"1,750,000"
House,Active,180.05,2007.0,4.0,3.0,2.0,Nampa,idaho,83687.0,"429,900"
House,Pending,179.95,1995.0,3.0,3.0,2.0,Eagle,idaho,83616.0,"500,000"
House,Active,236.44,2024.0,4.0,3.0,1.0,Star,idaho,83669.0,"899,900"
House,Active,250.19,2021.0,4.0,3.0,1.0,Twin Falls,idaho,83301.0,"676,900"
House,Active,198.81,2003.0,3.0,3.0,2.0,Eagle,idaho,83616.0,"679,900"
House,Active,151.43,2021.0,3.0,3.0,2.0,Caldwell,idaho,83605.0,"374,900"
House,Pending,287.35,2024.0,5.0,4.0,2.0,Meridian,idaho,83642.0,"699,990"
House,Active,440.55,1981.0,6.0,7.0,0.0,Lewiston,idaho,83501.0,"615,000"
House,Pending,149.76,2017.0,3.0,2.0,1.0,Meridian,idaho,83646.0,"484,900"
House,Pending,230.77,2024.0,4.0,3.0,1.0,Emmett,idaho,83617.0,"759,900"
House,Active,93.65,1970.0,3.0,1.0,1.0,Boise,idaho,83705.0,"340,000"
House,Pending,122.54,2000.0,3.0,2.0,1.0,Meridian,idaho,83642.0,"399,900"
House,Active,176.42,1949.0,3.0,2.0,2.0,Grangeville,idaho,83530.0,"220,000"
House,Active,132.85,2015.0,3.0,2.0,1.0,Weiser,idaho,83672.0,"350,000"
House,Pending,183.58,1998.0,3.0,2.0,1.0,Eagle,idaho,83616.0,"550,000"
House,Active,117.99,2020.0,3.0,2.0,1.0,Fruitland,idaho,83619.0,"329,900"
House,Active,263.38,2023.0,5.0,3.0,1.0,Star,idaho,83669.0,"897,500"
House,Active,91.32,1920.0,2.0,1.0,0.0,,idaho,,"304,900"
House,Active,218.69,1956.0,3.0,2.0,0.0,,idaho,,"650,000"
House,Active,50.54,1930.0,1.0,1.0,1.0,Nampa,idaho,83686.0,"239,900"
House,Active,168.43,2024.0,3.0,2.0,1.0,Nampa,idaho,83686.0,"519,900"
House,Active,145.21,1948.0,4.0,2.0,2.0,,idaho,,"361,000"
House,Active,271.93,1906.0,3.0,2.0,2.0,New Plymouth,idaho,83655.0,"685,000"
House,Active,198.07,2022.0,3.0,2.0,1.0,Rathdrum,idaho,83858.0,"549,000"
House,Pending,196.21,1961.0,4.0,2.0,1.0,Coeur d'Alene,idaho,83814.0,"387,500"
House,Active,329.9,2006.0,4.0,4.0,0.0,Hauser,idaho,83854.0,"1,200,000"
House,Active,190.45,2003.0,4.0,2.0,2.0,Bellevue,idaho,83313.0,"890,000"
House,Active,146.23,,3.0,2.0,1.0,Kimberly,idaho,83341.0,"411,990"
House,Active,156.54,2020.0,2.0,2.0,0.0,Idaho City,idaho,83631.0,"699,900"
House,Active,268.58,1994.0,3.0,3.0,2.0,CARMEN,idaho,83462.0,"595,000"
House,Active,141.21,1999.0,3.0,2.0,2.0,ISLAND PARK,idaho,83429.0,"740,000"
House,Active,464.52,2013.0,4.0,3.0,2.0,ISLAND PARK,idaho,83429.0,"950,000"
House,Active,234.3,1970.0,6.0,2.0,1.0,MOORE,idaho,83255.0,"299,000"
House,Active,100.8,1975.0,2.0,2.0,1.0,IDAHO FALLS,idaho,83401.0,"379,900"
House,Active,314.57,2006.0,6.0,3.0,1.0,RIGBY,idaho,83442.0,"720,000"
House,Active,323.86,2024.0,3.0,2.0,1.0,CHUBBUCK,idaho,83202.0,"579,900"
House,Active,168.34,1940.0,4.0,2.0,1.0,MOORE,idaho,83255.0,"393,000"
House,Active,143.81,2018.0,2.0,2.0,0.0,ISLAND PARK,idaho,83429.0,"750,000"
House,Active,162.58,2012.0,3.0,2.0,0.0,McCall,idaho,83638.0,"1,030,000"
House,Active,151.06,1925.0,3.0,1.0,2.0,Weippe,idaho,83553.0,"175,000"
House,Active,209.03,1986.0,4.0,3.0,0.0,,idaho,,"500,000"
Townhouse,Active,166.48,1971.0,4.0,2.0,0.0,,idaho,,"449,890"
Townhouse,Active,260.13,2024.0,4.0,3.0,0.0,Sioux Falls,North Dakota,57107.0,"875,000"
Townhouse,Pending,107.4,2018.0,2.0,2.0,0.0,Sioux Falls,North Dakota,57107.0,"269,900"
Townhouse,Active,201.6,2023.0,3.0,3.0,2.0,Sioux Falls,North Dakota,57107.0,"599,900"
Townhouse,Active,201.6,2023.0,3.0,3.0,2.0,Sioux Falls,North Dakota,57107.0,"630,000"
Townhouse,Active,201.6,2023.0,3.0,3.0,2.0,Sioux Falls,North Dakota,57107.0,"630,000"
Townhouse,Active,201.6,2023.0,3.0,3.0,2.0,Sioux Falls,North Dakota,57107.0,"630,000"
House,Pending,200.86,2012.0,3.0,3.0,0.0,Chancellor,North Dakota,57015.0,"689,900"
House,Active,128.39,1977.0,3.0,2.0,0.0,Sartell,North Dakota,56377.0,"239,900"
Townhouse,Active,260.5,2024.0,3.0,3.0,2.0,Sioux Falls,North Dakota,57107.0,"635,000"
House,Active,158.49,1980.0,3.0,2.0,0.0,Rockville,North Dakota,56369.0,"289,999"
House,Pending,178.37,1984.0,4.0,2.0,0.0,Swatara,North Dakota,55785.0,"175,000"
House,Active,132.29,2022.0,2.0,2.0,0.0,Sioux Falls,North Dakota,57106.0,"414,900"
House,Pending,259.94,2018.0,5.0,3.0,0.0,Sioux Falls,North Dakota,57107.0,"514,900"
House,Active,156.08,2006.0,4.0,2.0,0.0,Sioux Falls,North Dakota,57107.0,"300,000"
House,Pending,146.6,1945.0,2.0,2.0,0.0,Sioux Falls,North Dakota,57103.0,"295,000"
House,Pending,167.78,2024.0,3.0,2.0,0.0,Sartell,North Dakota,56377.0,"498,000"
House,Active,243.22,2004.0,3.0,3.0,0.0,Sioux Falls,North Dakota,57107.0,"350,000"
House,Active,264.77,2001.0,5.0,4.0,0.0,Sartell,North Dakota,56377.0,"425,000"
House,Pending,162.67,1910.0,3.0,2.0,0.0,Rockville,North Dakota,56369.0,"225,000"
House,Active,193.24,2006.0,4.0,3.0,0.0,Saint Cloud,North Dakota,56303.0,"314,900"
House,Pending,203.18,1988.0,4.0,3.0,0.0,Sartell,North Dakota,56377.0,"425,000"
House,Active,272.39,2002.0,4.0,3.0,0.0,Sartell,North Dakota,56377.0,"399,900"
House,Active,178.47,1970.0,5.0,3.0,0.0,Bay Lake Twp,North Dakota,56444.0,"525,000"
House,Active,323.67,1969.0,3.0,3.0,0.0,Tracy,North Dakota,56175.0,"245,000"
House,Active,211.82,1987.0,3.0,2.0,0.0,Grand Rapids,North Dakota,55744.0,"399,000"
House,Active,404.96,1999.0,4.0,4.0,0.0,Sartell,North Dakota,56377.0,"649,900"
House,Active,118.64,2024.0,2.0,2.0,0.0,Sioux Falls,North Dakota,57106.0,"344,900"
House,Active,178.56,2017.0,4.0,2.0,0.0,Sioux Falls,North Dakota,57107.0,"419,900"
House,Active,174.56,2024.0,3.0,2.0,0.0,Sartell,North Dakota,56377.0,"515,000"
House,Pending,162.58,2010.0,3.0,2.0,0.0,Saint Cloud,North Dakota,56303.0,"339,900"
House,Active,115.57,2023.0,2.0,2.0,0.0,Sioux Falls,North Dakota,57106.0,"399,900"
House,Active,295.52,1992.0,4.0,4.0,0.0,Sartell,North Dakota,56377.0,"408,000"
Townhouse,Active,148.46,2023.0,2.0,2.0,0.0,Sartell,North Dakota,56377.0,"399,000"
House,Active,123.28,2024.0,2.0,2.0,0.0,Sioux Falls,North Dakota,57106.0,"399,900"
House,Active,200.02,2002.0,3.0,3.0,0.0,Grand Rapids,North Dakota,55744.0,"439,900"
House,Active,105.72,2024.0,2.0,2.0,0.0,Sioux Falls,North Dakota,57106.0,"369,900"
House,Active,119.38,2024.0,2.0,2.0,0.0,Sioux Falls,North Dakota,57106.0,"399,900"
House,Active,113.81,2024.0,2.0,2.0,0.0,Sioux Falls,North Dakota,57106.0,"389,900"
House,Pending,178.93,2005.0,4.0,2.0,0.0,Sartell,North Dakota,56377.0,"312,000"
House,Pending,282.98,2015.0,5.0,3.0,0.0,Sioux Falls,North Dakota,57106.0,"549,900"
House,Active,153.75,2024.0,3.0,2.0,0.0,Sartell,North Dakota,56377.0,"440,000"
House,Active,137.5,2017.0,2.0,2.0,0.0,Sartell,North Dakota,56377.0,"379,900"
Townhouse,Active,187.39,2021.0,3.0,3.0,2.0,Sioux Falls,North Dakota,57106.0,"343,000"
House,Pending,63.73,1949.0,1.0,1.0,0.0,Brainerd,North Dakota,56401.0,"255,000"
House,Active,222.41,1993.0,4.0,2.0,0.0,Sartell,North Dakota,56377.0,"324,900"
House,Active,105.17,1950.0,2.0,1.0,0.0,Bay Lake Twp,North Dakota,56444.0,"299,900"
House,Active,169.08,2022.0,2.0,2.0,0.0,Sartell,North Dakota,56377.0,"494,900"
House,Active,292.83,2015.0,3.0,3.0,0.0,Saint Cloud,North Dakota,56303.0,"579,900"
