Property Type,Listing Status,Building Size(sq. m),Year Built,Bedrooms,Bathrooms,Num Floors,City,State,ZIP Code,USD Price
Townhouse,Active,218.23,2024.0,4.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,175,000"
House,Active,461.91,1980.0,5.0,3.0,2.0,Red Lodge,wyoming,59068.0,"1,690,000"
House,Active,,1988.0,3.0,1.0,0.0,Manila,wyoming,84046.0,"325,000"
House,Active,,1975.0,2.0,1.0,0.0,Manila,wyoming,84046.0,"329,000"
Townhouse,Pending,181.35,1995.0,3.0,2.0,3.0,Steamboat Springs,wyoming,80487.0,"1,365,000"
House,Active,205.78,1952.0,4.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,500,000"
House,Active,467.67,2022.0,4.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"7,475,000"
House,Active,140.47,2002.0,2.0,2.0,1.0,Red Feather Lakes,wyoming,80545.0,"420,000"
House,Active,166.85,2006.0,3.0,2.0,1.0,Bridger,wyoming,59014.0,"699,900"
House,Pending,338.45,1975.0,6.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"3,995,000"
House,Active,507.25,2004.0,5.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"6,995,000"
House,Active,490.9,2024.0,4.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"1,850,000"
House,Pending,707.55,1991.0,5.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"9,635,000"
House,Active,142.7,1999.0,2.0,2.0,1.5,Red Feather Lakes,wyoming,80545.0,"588,900"
House,Pending,198.81,1900.0,4.0,2.0,2.0,Fromberg,wyoming,59029.0,"1,500,000"
House,Active,366.13,2001.0,4.0,4.0,2.0,Red Feather Lakes,wyoming,80545.0,"665,000"
House,Active,513.29,2000.0,5.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"5,950,000"
House,Active,490.81,2012.0,4.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"5,600,000"
House,Pending,259.01,2007.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,950,000"
House,Pending,368.36,1980.0,4.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,650,000"
House,Active,394.84,1995.0,7.0,7.0,0.0,Steamboat Springs,wyoming,80487.0,"3,200,000"
Townhouse,Active,176.89,1980.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"1,150,000"
House,Active,278.71,1989.0,3.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"2,625,000"
Townhouse,Active,274.99,1981.0,4.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"1,575,000"
Townhouse,Active,371.61,2023.0,6.0,6.0,0.0,Steamboat Springs,wyoming,80488.0,"3,795,000"
House,Pending,209.59,1977.0,4.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,300,000"
House,Pending,386.94,1981.0,4.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"4,250,000"
House,Active,696.59,1999.0,7.0,7.0,0.0,Steamboat Springs,wyoming,80487.0,"5,650,000"
House,Active,405.43,1981.0,5.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"4,395,000"
Townhouse,Active,382.95,2006.0,4.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"4,150,000"
House,Pending,306.95,1994.0,4.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"3,250,000"
House,Pending,225.2,1979.0,4.0,3.0,2.0,Fromberg,wyoming,59029.0,"575,000"
Townhouse,Active,149.02,1982.0,2.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"1,070,000"
Townhouse,Active,125.98,1979.0,2.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"970,000"
Townhouse,Active,149.02,1982.0,2.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"1,075,000"
House,Pending,377.37,1990.0,6.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"2,200,000"
House,Active,924.39,2007.0,7.0,8.0,0.0,Steamboat Springs,wyoming,80487.0,"19,900,000"
House,Active,568.75,2024.0,6.0,4.0,0.0,Tygee Valley,wyoming,83276.0,"2,395,000"
Townhouse,Active,259.66,2015.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"3,599,000"
House,Active,760.78,1995.0,5.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"7,850,000"
Townhouse,Pending,284.47,2001.0,5.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"2,800,000"
House,Active,450.67,2023.0,6.0,7.0,0.0,Steamboat Springs,wyoming,80487.0,"5,595,000"
House,Active,450.86,2024.0,5.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"5,550,000"
Townhouse,Active,188.78,1998.0,3.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"2,001,520"
Townhouse,Active,253.44,2023.0,4.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,985,000"
Townhouse,Active,253.44,2023.0,4.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,985,000"
House,Active,623.66,2005.0,7.0,8.0,0.0,Steamboat Springs,wyoming,80487.0,"6,290,000"
Townhouse,Active,213.49,1999.0,4.0,4.0,3.0,Steamboat Springs,wyoming,80487.0,"2,075,000"
Townhouse,Active,196.86,1972.0,4.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"1,590,000"
Townhouse,Active,142.23,2006.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"1,195,000"
Townhouse,Active,195.84,1972.0,3.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"1,595,000"
House,Active,400.6,1995.0,5.0,5.0,3.0,Steamboat Springs,wyoming,80487.0,"3,840,000"
House,Active,180.98,2000.0,3.0,2.0,1.0,Red Feather Lakes,wyoming,80545.0,"623,000"
Townhouse,Active,252.14,2003.0,4.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"1,985,000"
House,Active,226.31,1977.0,3.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"1,720,000"
House,Active,415.56,1993.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"3,297,000"
Townhouse,Active,116.69,1982.0,2.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"850,000"
Townhouse,Active,309.09,2002.0,7.0,7.0,0.0,Steamboat Springs,wyoming,80487.0,"8,000,000"
House,Pending,239.69,2002.0,3.0,3.0,2.0,Roberts,wyoming,59070.0,"725,000"
Townhouse,Pending,85.47,1980.0,2.0,1.0,0.0,Steamboat Springs,wyoming,80487.0,"559,000"
Townhouse,Active,89.93,1980.0,2.0,2.0,0.0,Steamboat Springs,wyoming,80487.0,"559,000"
Townhouse,Active,174.75,1999.0,2.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"1,399,000"
House,Active,78.6,1969.0,2.0,1.0,1.0,Red Feather Lakes,wyoming,80545.0,"299,000"
House,Active,419.36,1972.0,5.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,895,000"
House,Active,257.25,2008.0,2.0,3.0,3.0,Roberts,wyoming,59070.0,"1,035,888"
House,Active,388.24,1995.0,4.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"3,159,000"
House,Pending,222.97,1996.0,2.0,3.0,0.0,Steamboat Springs,wyoming,80487.0,"1,190,000"
House,Active,,1996.0,3.0,1.0,0.0,Manila,wyoming,84046.0,"999,995"
House,Active,101.08,2017.0,1.0,2.0,2.0,Red Feather Lakes,wyoming,80545.0,"899,000"
House,Active,147.16,1978.0,3.0,2.0,0.0,Red Feather Lakes,wyoming,80545.0,"570,000"
House,Active,446.49,2014.0,5.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"4,500,000"
House,Pending,476.69,1990.0,4.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"3,500,000"
House,Active,272.76,1976.0,3.0,2.0,1.0,Red Lodge,wyoming,59068.0,"950,000"
House,Active,277.97,1976.0,3.0,2.0,1.0,Red Lodge,wyoming,59068.0,"1,200,000"
House,Active,40.41,1931.0,1.0,1.0,1.0,Red Feather Lakes,wyoming,80545.0,"249,000"
House,Active,86.96,1977.0,2.0,1.0,1.0,Red Feather Lakes,wyoming,80545.0,"425,000"
House,Active,150.6,1925.0,3.0,4.0,1.0,Red Feather Lakes,wyoming,80545.0,"495,000"
House,Active,500.47,2009.0,6.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"9,700,000"
House,Active,107.02,1995.0,3.0,1.0,0.0,Hayden,wyoming,81639.0,"745,000"
House,Active,185.62,1998.0,3.0,3.0,2.0,Red Feather Lakes,wyoming,80545.0,"725,000"
House,Active,500.47,2009.0,6.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"6,300,000"
House,Active,878.68,2011.0,5.0,9.0,0.0,Steamboat Springs,wyoming,80487.0,"12,750,000"
House,Active,96.25,1941.0,3.0,2.0,1.0,Red Feather Lakes,wyoming,80545.0,"360,000"
House,Active,766.73,2023.0,5.0,7.0,3.0,Red Lodge,wyoming,59068.0,"4,950,000"
House,Active,206.99,1981.0,3.0,3.0,1.0,Red Feather Lakes,wyoming,80545.0,"825,000"
House,Active,55.74,1947.0,,,1.0,Red Feather Lakes,wyoming,80545.0,"199,000"
House,Active,196.03,2015.0,2.0,3.0,2.0,Red Feather Lakes,wyoming,80545.0,"849,000"
House,Active,80.27,1962.0,2.0,2.0,1.0,Red Feather Lakes,wyoming,80545.0,"320,000"
Townhouse,Active,217.21,1995.0,3.0,4.0,1.0,Red Feather Lakes,wyoming,80545.0,"598,000"
House,Active,348.94,1998.0,3.0,3.0,1.0,Red Feather Lakes,wyoming,80545.0,"1,199,900"
House,Pending,811.14,2004.0,5.0,8.0,0.0,Steamboat Springs,wyoming,80487.0,"7,125,000"
House,Active,327.02,2011.0,4.0,3.0,2.0,Red Lodge,wyoming,59070.0,"1,370,000"
House,Active,236.53,1992.0,4.0,2.0,0.0,Victor,wyoming,83455.0,"1,100,000"
House,Active,289.86,2022.0,4.0,4.0,0.0,Victor,wyoming,83455.0,"2,900,000"
House,Active,249.72,2022.0,4.0,4.0,2.0,VICTOR,wyoming,83455.0,"2,900,000"
House,Active,331.66,2000.0,3.0,2.0,2.0,Livermore,wyoming,80536.0,"1,000,000"
House,Active,408.77,2004.0,4.0,4.0,0.0,Victor,wyoming,83455.0,"2,735,000"
House,Active,139.35,1986.0,2.0,2.0,1.5,Red Feather Lakes,wyoming,80545.0,"545,000"
House,Active,62.43,1992.0,1.0,1.0,1.0,Red Feather Lakes,wyoming,80545.0,"325,000"
House,Active,200.48,1984.0,4.0,2.0,3.0,VICTOR,wyoming,83455.0,"1,850,000"
House,Active,200.48,1984.0,4.0,2.0,0.0,Victor,wyoming,83455.0,"1,950,000"
House,Active,225.94,2008.0,4.0,3.0,1.0,Roberts,wyoming,59070.0,"575,000"
House,Active,61.32,2024.0,1.0,1.0,1.0,Roberts,wyoming,59070.0,"299,000"
House,Active,457.73,2019.0,5.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"6,300,000"
House,Active,241.64,2001.0,4.0,4.0,1.0,Livermore,wyoming,80536.0,"625,000"
House,Pending,144.37,2019.0,3.0,3.0,1.0,Roberts,wyoming,59070.0,"444,900"
House,Pending,165.92,2023.0,3.0,3.0,0.0,Victor,wyoming,83455.0,"995,000"
House,Active,178.37,1990.0,3.0,2.0,1.0,Craig,wyoming,81625.0,"424,900"
House,Active,177.35,2011.0,2.0,2.0,2.0,Red Lodge,wyoming,59068.0,"1,190,000"
House,Pending,720.37,2007.0,5.0,7.0,2.0,Victor,wyoming,83455.0,"4,995,000"
House,Active,513.29,2018.0,5.0,6.0,3.0,SWAN VALLEY,wyoming,83449.0,"1,650,000"
House,Active,145.67,2001.0,3.0,2.0,0.0,Hayden,wyoming,81639.0,"500,000"
House,Active,96.62,1984.0,,,0.0,Livermore,wyoming,80536.0,"625,000"
House,Active,96.62,1984.0,3.0,1.0,1.0,Livermore,wyoming,80536.0,"625,000"
House,Active,193.24,1945.0,,,0.0,Edgemont,wyoming,57735.0,"59,500"
House,Active,286.42,2024.0,4.0,4.0,0.0,Victor,wyoming,83455.0,"1,900,000"
House,Pending,440.82,2006.0,7.0,4.0,0.0,Victor,wyoming,83455.0,"1,199,000"
House,Active,577.86,2018.0,3.0,5.0,0.0,Oak Creek,wyoming,80467.0,"6,000,000"
House,Active,399.3,2020.0,6.0,3.0,0.0,Victor,wyoming,83455.0,"1,749,000"
House,Active,324.97,2020.0,6.0,4.0,2.0,VICTOR,wyoming,83455.0,"1,749,000"
House,Active,297.29,2006.0,4.0,3.0,0.0,Victor,wyoming,83455.0,"969,000"
House,Active,363.99,2024.0,5.0,6.0,0.0,Victor,wyoming,83455.0,"2,050,000"
House,Active,278.89,2007.0,3.0,4.0,2.0,Victor,wyoming,83455.0,"1,525,000"
Townhouse,Active,169.36,2024.0,3.0,3.0,0.0,Victor,wyoming,83455.0,"725,000"
House,Active,307.23,2007.0,4.0,4.0,0.0,Victor,wyoming,83455.0,"1,475,000"
House,Active,99.13,1992.0,1.0,2.0,0.0,Victor,wyoming,83455.0,"725,000"
House,Active,254.74,2007.0,3.0,4.0,0.0,Victor,wyoming,83455.0,"1,290,000"
House,Active,631.65,2005.0,6.0,6.0,0.0,Victor,wyoming,83455.0,"2,600,000"
House,Pending,50.35,1950.0,1.0,1.0,0.0,Victor,wyoming,83455.0,"475,000"
House,Active,100.34,2004.0,3.0,2.0,0.0,Victor,wyoming,83455.0,"589,000"
House,Active,361.95,2024.0,6.0,7.0,0.0,Driggs,wyoming,83422.0,"2,290,000"
House,Pending,310.48,2007.0,4.0,4.0,0.0,Victor,wyoming,83455.0,"1,259,000"
House,Active,501.68,2016.0,7.0,3.0,0.0,Driggs,wyoming,83422.0,"3,950,000"
House,Active,282.61,2024.0,4.0,4.0,0.0,Victor,wyoming,83455.0,"1,690,000"
House,Active,488.11,2006.0,4.0,6.0,0.0,Victor,wyoming,83455.0,"2,793,000"
House,Pending,521.28,2019.0,4.0,5.0,0.0,Steamboat Springs,wyoming,80487.0,"7,995,000"
House,Active,195.1,1959.0,4.0,2.0,0.0,Victor,wyoming,83455.0,"1,300,000"
House,Active,162.58,1991.0,3.0,2.0,0.0,Victor,wyoming,83455.0,"858,000"
House,Active,200.67,2007.0,3.0,2.0,1.0,IRWIN,wyoming,83428.0,"1,400,000"
House,Active,200.67,2007.0,3.0,2.0,0.0,Irwin,wyoming,83428.0,"1,400,000"
House,Active,193.24,2008.0,3.0,4.0,0.0,Victor,wyoming,83455.0,"740,000"
House,Active,111.48,1987.0,3.0,2.0,0.0,Victor,wyoming,83455.0,"750,000"
Townhouse,Active,189.89,2018.0,4.0,4.0,0.0,Victor,wyoming,83455.0,"825,000"
House,Active,368.64,2020.0,6.0,4.0,0.0,Victor,wyoming,83455.0,"1,349,000"
Townhouse,Active,189.89,2018.0,4.0,4.0,0.0,Victor,wyoming,83455.0,"715,000"
Townhouse,Active,189.89,2018.0,4.0,4.0,0.0,Victor,wyoming,83455.0,"715,000"
House,Active,143.07,1999.0,2.0,1.0,2.0,VICTOR,wyoming,83455.0,"749,500"
House,Pending,241.92,2009.0,5.0,3.0,1.0,Driggs,wyoming,83422.0,"879,000"
House,Active,309.74,2021.0,5.0,3.0,0.0,Victor,wyoming,83455.0,"909,000"
House,Active,123.38,2007.0,3.0,2.0,0.0,Driggs,wyoming,83422.0,"597,000"
House,Active,39.48,1996.0,1.0,1.0,0.0,Victor,wyoming,83455.0,"949,000"
House,Active,275.74,2008.0,6.0,3.0,1.0,DRIGGS,wyoming,83422.0,"699,000"
House,Active,330.55,2024.0,5.0,6.0,0.0,Driggs,wyoming,83422.0,"1,775,000"
House,Active,286.14,2008.0,3.0,2.0,1.0,DRIGGS,wyoming,83422.0,"749,000"
House,Active,201.88,2024.0,3.0,3.0,2.0,DRIGGS,wyoming,83422.0,"1,290,000"
House,Active,201.88,2024.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"1,290,000"
House,Active,363.07,2021.0,7.0,5.0,0.0,Victor,wyoming,83455.0,"1,299,000"
House,Active,311.32,2024.0,5.0,5.0,0.0,Driggs,wyoming,83422.0,"2,390,000"
House,Active,217.39,1999.0,4.0,2.0,0.0,Driggs,wyoming,83422.0,"915,000"
House,Active,274.62,2024.0,3.0,2.0,2.0,DRIGGS,wyoming,83422.0,"1,500,000"
House,Active,240.43,1997.0,4.0,2.0,1.0,Red Feather Lakes,wyoming,80545.0,"595,000"
House,Active,274.81,2017.0,4.0,3.0,0.0,Driggs,wyoming,83422.0,"889,000"
House,Active,214.14,2024.0,3.0,3.0,2.0,DRIGGS,wyoming,83422.0,"1,390,000"
House,Active,47.38,2024.0,2.0,1.0,0.0,Victor,wyoming,83455.0,"449,000"
House,Active,214.14,2024.0,3.0,3.0,2.0,Driggs,wyoming,83422.0,"1,390,000"
House,Active,204.76,2018.0,4.0,3.0,0.0,Driggs,wyoming,83422.0,"998,000"
House,Active,47.38,2024.0,2.0,1.0,0.0,Victor,wyoming,83455.0,"449,000"
Townhouse,Active,166.85,2005.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"895,000"
Townhouse,Active,172.8,1997.0,3.0,4.0,0.0,Driggs,wyoming,83422.0,"779,000"
House,Active,153.1,2024.0,3.0,2.0,0.0,Driggs,wyoming,83422.0,"995,000"
House,Active,153.1,2024.0,3.0,2.0,0.0,Driggs,wyoming,83422.0,"1,100,000"
House,Active,485.88,1990.0,3.0,3.0,1.0,VICTOR,wyoming,83455.0,"1,850,000"
House,Active,329.43,2016.0,6.0,4.0,1.0,DRIGGS,wyoming,83422.0,"1,250,000"
House,Active,254.09,2024.0,4.0,3.0,0.0,Driggs,wyoming,83422.0,"1,095,000"
House,Active,183.76,2023.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"830,000"
House,Active,183.76,2023.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"830,000"
House,Active,153.38,2024.0,3.0,2.0,0.0,Driggs,wyoming,83422.0,"870,000"
Townhouse,Active,204.39,2003.0,1.0,1.0,0.0,VICTOR,wyoming,83455.0,"1,600,000"
House,Active,87.14,1973.0,2.0,1.0,0.0,Victor,wyoming,83455.0,"219,000"
House,Active,528.25,2018.0,6.0,7.0,0.0,Victor,wyoming,83455.0,"3,949,000"
House,Active,142.14,2000.0,4.0,2.0,0.0,Victor,wyoming,83455.0,"799,000"
House,Active,297.29,2010.0,5.0,3.0,0.0,Driggs,wyoming,83422.0,"1,345,000"
House,Active,150.6,2007.0,3.0,2.0,0.0,Driggs,wyoming,83422.0,"925,000"
House,Active,140.47,2002.0,3.0,2.0,1.0,VICTOR,wyoming,83455.0,"575,000"
House,Pending,140.47,2002.0,3.0,2.0,0.0,Victor,wyoming,83455.0,"575,000"
House,Active,505.11,2022.0,5.0,6.0,0.0,Tetonia,wyoming,83452.0,"3,300,000"
House,Active,253.44,2022.0,4.0,4.0,0.0,Driggs,wyoming,83422.0,"1,195,000"
House,Active,203.18,1992.0,3.0,3.0,0.0,Hayden,wyoming,81639.0,"5,750,000"
House,Active,203.18,1992.0,3.0,3.0,0.0,Hayden,wyoming,81639.0,"5,750,000"
House,Pending,401.9,1996.0,4.0,3.0,0.0,Tetonia,wyoming,83452.0,"1,825,000"
House,Active,436.27,2024.0,5.0,3.0,0.0,Victor,wyoming,83455.0,"2,350,000"
House,Active,100.34,2007.0,2.0,1.0,0.0,Tetonia,wyoming,83452.0,"725,000"
House,Active,153.38,2023.0,3.0,2.0,0.0,Victor,wyoming,83455.0,"650,000"
House,Pending,249.72,1978.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,575,000"
House,Active,386.01,2020.0,4.0,7.0,0.0,Steamboat Springs,wyoming,80487.0,"6,995,000"
Townhouse,Pending,220.18,2000.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,595,000"
Townhouse,Active,220.18,2000.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"2,775,000"
House,Active,159.51,2019.0,3.0,2.0,1.0,Victor,wyoming,83455.0,"690,000"
House,Active,159.51,2019.0,3.0,2.0,0.0,Victor,wyoming,83455.0,"690,000"
House,Active,274.62,2019.0,4.0,3.0,0.0,Driggs,wyoming,83422.0,"1,200,000"
House,Active,274.62,2019.0,4.0,3.0,0.0,Driggs,wyoming,83422.0,"1,200,000"
House,Active,168.34,1996.0,3.0,2.0,0.0,Victor,wyoming,83455.0,"799,000"
House,Pending,346.34,2005.0,4.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"6,500,000"
House,Active,330.64,2024.0,5.0,6.0,0.0,Driggs,wyoming,83422.0,"1,550,000"
Townhouse,Pending,220.18,2000.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"3,425,000"
House,Active,214.05,2001.0,5.0,3.0,0.0,Driggs,wyoming,83422.0,"749,000"
House,Active,111.48,1964.0,3.0,1.0,1.0,Bellvue,wyoming,80512.0,"530,000"
House,Active,344.3,2000.0,6.0,3.0,2.0,IRWIN,wyoming,83428.0,"1,250,000"
Townhouse,Active,102.19,2007.0,2.0,3.0,0.0,Driggs,wyoming,83422.0,"423,000"
Townhouse,Active,102.19,2007.0,2.0,3.0,0.0,Driggs,wyoming,83422.0,"423,000"
Townhouse,Active,102.19,2005.0,2.0,3.0,2.0,Driggs,wyoming,83422.0,"425,000"
House,Active,135.82,2000.0,5.0,1.0,1.0,IRWIN,wyoming,83428.0,"330,000"
House,Active,265.33,1980.0,2.0,2.0,1.5,IRWIN,wyoming,83428.0,"750,000"
House,Active,169.27,2024.0,4.0,2.0,1.0,Livermore,wyoming,80536.0,"799,900"
House,Active,265.7,1996.0,6.0,4.0,2.0,Joliet,wyoming,59041.0,"399,900"
Townhouse,Active,83.24,1978.0,2.0,2.0,0.0,Driggs,wyoming,83422.0,"525,000"
House,Active,621.52,1992.0,5.0,6.0,0.0,Steamboat Springs,wyoming,80487.0,"5,500,000"
Townhouse,Active,157.01,2024.0,3.0,3.0,2.0,Driggs,wyoming,83422.0,"635,000"
Townhouse,Pending,157.01,2024.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"635,000"
Townhouse,Active,157.01,2024.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"635,000"
Townhouse,Active,157.01,2024.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"635,000"
Townhouse,Active,157.01,2024.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"635,000"
Townhouse,Active,157.01,2023.0,3.0,3.0,2.0,Driggs,wyoming,83422.0,"735,000"
Townhouse,Active,157.01,2023.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"735,000"
House,Active,89.19,1973.0,3.0,2.0,0.0,Roscoe,wyoming,59071.0,"339,000"
House,Active,354.15,1955.0,5.0,2.0,1.0,DRIGGS,wyoming,83422.0,"1,099,999"
House,Active,87.14,1972.0,2.0,1.0,0.0,Custer,wyoming,57735.0,"246,000"
House,Active,322.75,1995.0,4.0,3.0,2.0,Roscoe,wyoming,59071.0,"1,150,000"
House,Active,165.55,1999.0,3.0,2.0,1.0,Red Feather Lakes,wyoming,80545.0,"450,000"
House,Active,105.82,1973.0,2.0,1.0,1.5,Red Feather Lakes,wyoming,80545.0,"405,000"
Townhouse,Active,130.25,2022.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"569,000"
Townhouse,Active,130.25,2023.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"569,000"
Townhouse,Active,130.25,2023.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"579,000"
Townhouse,Active,130.25,2023.0,3.0,3.0,0.0,Driggs,wyoming,83422.0,"549,000"
House,Active,557.42,2004.0,6.0,3.0,0.0,Montpelier,wyoming,83254.0,"989,000"
House,Pending,318.84,1997.0,5.0,3.0,2.0,Joliet,wyoming,59041.0,"739,900"
House,Active,352.2,2020.0,3.0,4.0,0.0,Victor,wyoming,83455.0,"2,950,000"
House,Active,206.9,1957.0,3.0,1.0,2.0,PALISADES,wyoming,83428.0,"385,000"
House,Active,291.34,2021.0,4.0,5.0,0.0,Driggs,wyoming,83422.0,"3,600,000"
House,Pending,114.46,2005.0,3.0,2.0,1.0,Hardin,wyoming,59034.0,"248,500"
House,Active,392.52,2012.0,3.0,4.0,0.0,Steamboat Springs,wyoming,80487.0,"6,995,000"
House,Active,355.91,2007.0,7.0,3.0,2.0,Walden,wyoming,80480.0,"1,150,000"
House,Active,78.04,1969.0,2.0,1.0,1.0,Bellvue,wyoming,80512.0,"300,000"
House,Active,73.21,1975.0,2.0,1.0,0.0,Victor,wyoming,83455.0,"595,000"
House,Active,146.42,1975.0,2.0,1.0,1.0,VICTOR,wyoming,83455.0,"595,000"
House,Active,165.0,2020.0,3.0,2.0,2.0,Tetonia,wyoming,83452.0,"895,000"
House,Active,330.73,2011.0,5.0,4.0,1.0,IRWIN,wyoming,83428.0,"1,150,000"
House,Active,355.91,2020.0,5.0,4.0,0.0,Tetonia,wyoming,83452.0,"2,399,000"
House,Active,225.48,1982.0,12.0,10.0,2.0,IRWIN,wyoming,83428.0,"1,150,000"
House,Active,214.05,1985.0,3.0,2.0,0.0,Victor,wyoming,83455.0,"1,350,000"
House,Active,60.39,2023.0,1.0,1.0,2.0,IRWIN,wyoming,83428.0,"525,000"
House,Active,142.7,2002.0,2.0,2.0,0.0,Kremmling,wyoming,80459.0,"895,000"
House,Active,142.7,2002.0,2.0,2.0,1.0,Kremmling,wyoming,80459.0,"895,000"
House,Active,234.21,1923.0,5.0,2.0,0.0,Tetonia,wyoming,83452.0,"895,000"
House,Pending,269.79,1971.0,4.0,3.0,0.0,Irwin,wyoming,83428.0,"639,000"
House,Pending,383.97,1995.0,4.0,4.0,0.0,Irwin,wyoming,83428.0,"1,250,000"
House,Active,198.81,1987.0,2.0,1.0,1.0,Livermore,wyoming,80536.0,"431,500"
House,Active,641.96,1990.0,4.0,5.0,1.5,DRIGGS,wyoming,83422.0,"4,950,000"
House,Active,740.9,2009.0,6.0,5.0,2.0,SWAN VALLEY,wyoming,83449.0,"4,499,999"
House,Active,334.64,1944.0,6.0,4.0,0.0,Kremmling,wyoming,80459.0,"949,999"
House,Active,255.11,2003.0,4.0,3.0,0.0,Tetonia,wyoming,83452.0,"1,499,000"
House,Active,139.73,2022.0,2.0,3.0,0.0,Tetonia,wyoming,83452.0,"922,000"
House,Active,111.58,1950.0,3.0,1.0,0.0,Hardin,wyoming,59034.0,"469,000"
House,Pending,101.08,1994.0,1.0,1.0,0.0,Tetonia,wyoming,83452.0,"650,000"
House,Active,180.32,1995.0,3.0,2.0,1.0,Livermore,wyoming,80536.0,"485,000"
House,Pending,153.85,2009.0,2.0,2.0,1.0,Tetonia,wyoming,83452.0,"975,000"
House,Pending,197.7,1998.0,2.0,2.0,0.0,Victor,wyoming,83455.0,"1,320,000"
House,Active,232.07,1910.0,3.0,2.0,1.0,Hardin,wyoming,59034.0,"273,000"
House,Active,223.71,1980.0,4.0,2.0,1.0,Hardin,wyoming,59034.0,"345,000"
House,Active,184.69,1964.0,4.0,2.0,1.0,Hardin,wyoming,59034.0,"249,000"
House,Pending,115.48,1953.0,2.0,1.0,0.0,Hardin,wyoming,59034.0,"149,900"
Townhouse,Active,,,3.0,3.0,0.0,Henry,wyoming,69358.0,"998,000"
House,Active,377.56,2023.0,4.0,5.0,0.0,Tetonia,wyoming,83452.0,"3,250,000"
House,Active,255.67,2006.0,4.0,3.0,0.0,Victor,wyoming,83455.0,"1,550,000"
House,Active,192.12,1977.0,4.0,2.0,1.0,Hardin,wyoming,59034.0,"245,000"
House,Active,403.66,2024.0,4.0,6.0,2.0,VICTOR,wyoming,83422.0,"4,000,000"
House,Active,286.98,2007.0,2.0,3.0,0.0,Victor,wyoming,83455.0,"2,650,000"
